Ciclo,Departamento,Cultivo,Calendario,Año_EVA,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
Transitorio,Tolima,Algodón,Cosechas,2022,0,0,0,2.82,1.69,18.45,36.03,12.66,8.47,9.95,9.92,0
Transitorio,Valle del Cauca,Algodón,Cosechas,2022,0,0,0,0,0,2.85,7.13,47.15,42.87,0,0,0
Transitorio,Vichada,Algodón,Cosechas,2022,0,0,100,0,0,0,0,0,0,0,0,0
Transitorio,Cesar,Algodón,Siembras,2022,0,0,0,0,0,0,0,37.48,62.52,0,0,0
Transitorio,Córdoba,Algodón,Siembras,2022,0,0,0,0,0,0,0,30.54,44.08,25.39,0,0
Transitorio,Huila,Algodón,Siembras,2022,0,50,50,0,0,0,0,0,0,0,0,0
Transitorio,La guajira,Algodón,Siembras,2022,0,0,0,0,0,0,20.22,43.79,25.52,10.47,0,0
Transitorio,Tolima,Algodón,Siembras,2022,10.02,32.59,28.3,20.91,8.16,0.01,0,0,0,0,0,0
Transitorio,Valle del Cauca,Algodón,Siembras,2022,0,0,48.57,51.43,0,0,0,0,0,0,0,0
Transitorio,Vichada,Algodón,Siembras,2022,0,0,0,0,0,0,0,0,20,80,0,0
Permanente,Atlántico,Anón,Cosechas,2022,5.31,5.12,4.1,2.97,3.79,7.69,7.06,11.02,8.31,8.34,11.9,24.41
Permanente,Cundinamarca,Anón,Cosechas,2022,7.29,8.58,9.58,8.9,8.59,9.78,9.2,9.12,7.4,7.14,6.3,8.12
Permanente,Atlántico,Anón,Siembras,2022,7.14,8.75,14.35,16.03,13.43,6.99,6.95,5.84,6.29,6.85,4.98,2.41
Permanente,Cundinamarca,Anón,Siembras,2022,7.14,8.75,14.35,16.03,13.43,6.99,6.95,5.84,6.29,6.85,4.98,2.41
Transitorio,Antioquia,Apio,Cosechas,2022,14.1,14.1,14.74,6.2,1.02,9.57,1.15,9.57,1.15,9.57,5.27,13.57
Transitorio,Cundinamarca,Apio,Cosechas,2022,9.79,9.79,11.53,8.84,6.63,6.63,6.63,8.84,6.23,8.76,6.68,9.66
Transitorio,Norte de Santander,Apio,Cosechas,2022,9.43,7.07,7.07,9.43,10.31,7.73,7.73,10.31,7.73,7.73,6.63,8.84
Transitorio,Santander,Apio,Cosechas,2022,0,0,0.8,0.96,3.91,2.2,30.91,38.22,0.24,21.57,1.2,0
Transitorio,Antioquia,Apio,Siembras,2022,9.67,5.55,11.96,11.96,5.55,5.55,9.81,5.4,11.81,7.54,5.54,9.67
Transitorio,Cundinamarca,Apio,Siembras,2022,7.36,9.81,7.36,7.36,7.36,9.81,7.36,9.63,8.48,10.19,10.19,5.1
Transitorio,Norte de Santander,Apio,Siembras,2022,10.77,8.08,8.08,10.77,8.08,8.08,6.92,9.23,6.92,6.92,6.92,9.23
Transitorio,Santander,Apio,Siembras,2022,4.35,3.42,31.01,38.65,0.75,21.82,0,0,0,0,0,0
Transitorio,Antioquia,Arracacha,Cosechas,2022,0,0,29.99,0,69.98,0,0,0,0,0,0,0
Transitorio,Boyacá,Arracacha,Cosechas,2022,1.6,2.42,30.1,6.65,3.43,3.19,5.59,5.6,8.24,17.38,9.3,6.5
Transitorio,Cauca,Arracacha,Cosechas,2022,3.07,6.08,4.52,9.89,3.42,2.28,0.88,22.42,15.31,9.07,10.81,12.26
Transitorio,Cundinamarca,Arracacha,Cosechas,2022,3.49,18.23,15,8.2,16.34,21.65,0.85,0.99,2.44,3.17,3.17,6.46
Transitorio,Huila,Arracacha,Cosechas,2022,3.4,1.16,2.7,2.07,2.59,4.2,5.45,23.99,36.21,14.2,2.73,1.29
Transitorio,La guajira,Arracacha,Cosechas,2022,0,0,26.4,34.61,26.4,3.6,1.8,3.6,1.8,1.8,0,0
Transitorio,Nariño,Arracacha,Cosechas,2022,2.07,4.35,4.29,4.09,11.71,11.02,3.46,3.49,4.17,11.45,21.43,18.48
Transitorio,Norte de Santander,Arracacha,Cosechas,2022,7.3,7.39,8.93,10.71,8.18,7.06,6.5,9.22,10.46,9.29,7.95,7.03
Transitorio,Santander,Arracacha,Cosechas,2022,2.38,17.8,6.31,1.62,1.07,1.03,2.65,10.26,13.75,3.69,17.9,21.54
Transitorio,Tolima,Arracacha,Cosechas,2022,4.36,10.01,22.2,16.66,6.7,4.41,8.79,8.85,4.4,4.39,4.36,4.86
Transitorio,Valle del Cauca,Arracacha,Cosechas,2022,5.22,6.81,4.21,4.22,4.22,4.14,13.05,13.33,5.51,15.34,15.55,8.41
Transitorio,Casanare,Arracacha,Cosechas,2022,22.88,15.25,0,7.63,11.19,12.37,13.06,2.37,7.63,0,0,7.63
Transitorio,Antioquia,Arracacha,Siembras,2022,69.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29.98,0.01
Transitorio,Boyacá,Arracacha,Siembras,2022,4.61,5.54,34.84,11.01,6.62,6.26,4.03,4.96,6.97,9.85,5.31,0
Transitorio,Cauca,Arracacha,Siembras,2022,14.15,18.27,16.44,17.27,3.33,0,0.12,9.76,10.18,4.1,4.53,1.86
Transitorio,Cundinamarca,Arracacha,Siembras,2022,8.76,24.41,13.64,4.84,21.12,12.28,7.46,0.63,1.98,3.27,1.1,0.53
Transitorio,Huila,Arracacha,Siembras,2022,5.37,32.44,36.29,9.13,3.45,1.48,1.22,3.48,1.77,1.79,2.08,1.48
Transitorio,La guajira,Arracacha,Siembras,2022,0,0,50,40,10,0,0,0,0,0,0,0
Transitorio,Nariño,Arracacha,Siembras,2022,1.91,8.51,15.49,27.14,3.74,0.65,0.13,0.03,3.3,31.32,7.49,0.29
Transitorio,Norte de Santander,Arracacha,Siembras,2022,1.78,4.19,19.45,23.47,19.22,2.84,2.56,6.53,7.14,8.05,3.83,0.94
Transitorio,Santander,Arracacha,Siembras,2022,31.28,24.06,11.31,4.42,2.73,0.77,0.66,1.21,0.67,2.33,14.06,6.51
Transitorio,Tolima,Arracacha,Siembras,2022,4.14,4.15,6,23.02,25.81,15.57,4.34,4.2,4.36,1.71,6.71,0
Transitorio,Valle del Cauca,Arracacha,Siembras,2022,6.58,15.52,17.2,13.52,6.1,4.95,4.14,4.55,13.57,9.11,4.62,0.13
Transitorio,Casanare,Arracacha,Siembras,2022,18.43,26.85,31.03,3.15,0,0,0,0,13.7,6.85,0,0
Transitorio,Antioquia,Arroz,Cosechas,2022,7.61,3.56,0.18,0.02,0.14,0.17,6.75,26.45,11.31,4.86,16.96,21.98
Transitorio,Bolívar,Arroz,Cosechas,2022,15.13,0,0,0.95,1.24,4.95,20.18,13.72,7.48,2.97,10.5,22.9
Transitorio,Caquetá,Arroz,Cosechas,2022,0.48,0,0,0,0,0.66,16.44,10,0,3.84,26.47,42.13
Transitorio,Cauca,Arroz,Cosechas,2022,51.02,0,0,0,0.42,0.55,22.48,22.07,1.73,1.73,0,0
Transitorio,Cesar,Arroz,Cosechas,2022,24.62,1.59,0,0,0,0,31.92,7.98,8.31,2.08,4.84,18.66
Transitorio,Córdoba,Arroz,Cosechas,2022,5.62,1.03,0.02,0.19,1.3,2.19,9.5,19.55,15.27,10.56,19.58,15.2
Transitorio,Chocó,Arroz,Cosechas,2022,3.09,3.09,3.09,0,3.68,4.2,11.01,19.12,16.15,8.17,0,28.41
Transitorio,Meta,Arroz,Cosechas,2022,6.18,3.73,0.79,0.14,2.19,4.33,18.88,26.21,21.49,11.18,3.52,1.37
Transitorio,Santander,Arroz,Cosechas,2022,0,40,60,0,0,0,0,0,0,0,0,0
Transitorio,Sucre,Arroz,Cosechas,2022,12.54,0.27,0,0,1.5,2.09,8.84,16.93,13.9,10,13.58,20.34
Transitorio,Arauca,Arroz,Cosechas,2022,4.39,1.55,0.28,0,2.14,2.25,9.89,20.16,14.69,7.51,14.7,22.44
Transitorio,Casanare,Arroz,Cosechas,2022,2.01,1.68,0.56,0.11,2.65,3.72,14.73,28.41,24.45,17.21,2.59,1.89
Transitorio,Guaviare,Arroz,Cosechas,2022,1.03,0.22,0.09,0.04,0,19.3,10.7,0,19.3,0,10.7,38.61
Transitorio,Antioquia,Arroz,Siembras,2022,0,0.1,6.88,28.58,7.44,0.46,16.76,24.88,12.7,2.2,0,0
Transitorio,Bolívar,Arroz,Siembras,2022,1.6,1.52,7.33,26.73,13.36,5.51,0.01,25.13,17.06,1.75,0,0
Transitorio,Caquetá,Arroz,Siembras,2022,0,0.51,14.36,8.58,0,0,3.76,46.34,23.77,1.6,1.09,0
Transitorio,Cauca,Arroz,Siembras,2022,20.73,22.22,1.76,1.36,1.36,1.36,0,0,51.22,0,0,0
Transitorio,Cesar,Arroz,Siembras,2022,0,0,3.49,51.71,1.16,0,5.42,20.91,17.3,0,0,0
Transitorio,Córdoba,Arroz,Siembras,2022,1.26,1.64,6.74,15.63,20.24,13.84,10.48,20.81,7.58,1.72,0.06,0
Transitorio,Chocó,Arroz,Siembras,2022,1.24,3.29,8.18,14.01,11.88,7.55,0,19.1,19.1,4.7,4.7,6.26
Transitorio,Meta,Arroz,Siembras,2022,2.39,5.54,20.73,27.91,23.18,12.38,1.63,2.69,3.09,0.47,0,0
Transitorio,Santander,Arroz,Siembras,2022,0,0,0,0,0,0,0,0,0,40,60,0
Transitorio,Sucre,Arroz,Siembras,2022,1.61,2.1,9.43,19.47,16.07,11.7,6.46,21.19,10.47,1.49,0,0
Transitorio,Arauca,Arroz,Siembras,2022,1.62,2.51,8.66,20.18,15.42,7.69,16.06,22.11,3.88,1.59,0.29,0
Transitorio,Casanare,Arroz,Siembras,2022,2.71,3.53,17.68,32.25,25.29,12.86,1.49,1.86,1.46,0.62,0.23,0.02
Transitorio,Guaviare,Arroz,Siembras,2022,0,19.57,10.85,0,19.57,0,10.85,39.15,0,0,0,0
Transitorio,Antioquia,Arveja,Cosechas,2022,10.16,4.1,3.03,11.61,7.51,6.62,7.19,6.29,3.63,10.67,11.77,17.42
Transitorio,Boyacá,Arveja,Cosechas,2022,8.02,6.62,4.17,2.44,5.37,7.9,19.69,14.61,5.64,2.89,7.97,14.68
Transitorio,Caldas,Arveja,Cosechas,2022,0.94,0.94,2.21,12.3,27.69,18.53,1.74,0,0,6,17.95,11.71
Transitorio,Cauca,Arveja,Cosechas,2022,6.01,6.19,8.03,1.87,3.58,7.09,34.96,4.13,3.73,1.44,2.93,20.05
Transitorio,Cundinamarca,Arveja,Cosechas,2022,7.13,10.28,6.44,7.51,5.56,6.07,9.39,15.72,13.27,7.06,4.96,6.6
Transitorio,Huila,Arveja,Cosechas,2022,9.83,7.32,6.78,7.25,5.24,14.03,15.71,5.21,5.57,6.26,4.9,11.89
Transitorio,Meta,Arveja,Cosechas,2022,0,0,0,0,0,0,0,0,0,0,50,50
Transitorio,Nariño,Arveja,Cosechas,2022,7.47,8.54,8.28,8.89,1.69,9.14,7.88,10.85,8.86,6.31,10.01,12.09
Transitorio,Norte de Santander,Arveja,Cosechas,2022,11.9,11.41,6.63,3.3,4.64,5.96,15.51,14.3,5.44,4.08,7.29,9.56
Transitorio,Risaralda,Arveja,Cosechas,2022,4.07,0,0,10.84,10.84,21.68,10.84,0,0,11.92,17.89,11.92
Transitorio,Santander,Arveja,Cosechas,2022,9.07,7.73,7.01,3.87,3.01,5.22,9.99,9.37,6.79,13.24,9.99,14.71
Transitorio,Tolima,Arveja,Cosechas,2022,5.33,3.36,22.18,3.49,0.25,4.56,24.79,22.98,2.37,1.07,0.97,8.66
Transitorio,Valle del Cauca,Arveja,Cosechas,2022,2.12,7.46,7.43,4.72,10.01,16.74,4.87,1.86,3.11,7.13,16.28,18.28
Transitorio,Casanare,Arveja,Cosechas,2022,0,0,0,100,0,0,0,0,0,0,0,0
Transitorio,Putumayo,Arveja,Cosechas,2022,21.34,20.68,41.37,0,9.97,0,6.65,0,0,0,0,0
Transitorio,Antioquia,Arveja,Siembras,2022,8.71,6.65,7.1,7.86,6.28,4.45,16.93,11.01,11.13,12.93,4.26,2.68
Transitorio,Boyacá,Arveja,Siembras,2022,2.54,8.81,21.9,14.91,4.35,2.66,9.23,11.14,11.82,7.26,4.16,1.23
Transitorio,Caldas,Arveja,Siembras,2022,2.37,15.17,28.56,17.36,0,0,9.89,16.57,10.08,0,0,0
Transitorio,Cauca,Arveja,Siembras,2022,6.56,9.5,31,5.33,4.54,0.56,0.63,4.01,20.3,12.98,3.6,0.99
Transitorio,Cundinamarca,Arveja,Siembras,2022,4.03,10.29,17.18,13.33,5.93,3.52,4.28,8.37,13.22,12.55,5.26,2.04
Transitorio,Huila,Arveja,Siembras,2022,6.37,11.34,14.63,10.24,5.15,3.86,2.48,9.71,14.07,9.32,8.08,4.74
Transitorio,Meta,Arveja,Siembras,2022,0,0,0,0,0,0,50,50,0,0,0,0
Transitorio,Nariño,Arveja,Siembras,2022,8.76,7.86,11.42,10.24,7.53,7.32,9.35,8.34,6.38,7.77,7.56,7.47
Transitorio,Norte de Santander,Arveja,Siembras,2022,4.12,4.27,15.47,15.7,5.89,4.22,5.19,8,8.36,11.26,9.71,7.82
Transitorio,Risaralda,Arveja,Siembras,2022,9.52,9.52,19.05,9.52,0,0,0,10.48,15.71,10.48,15.71,0
Transitorio,Santander,Arveja,Siembras,2022,4.63,6.61,8.67,11.23,10.36,6.52,10.82,9.03,10.77,13.9,4.21,3.25
Transitorio,Tolima,Arveja,Siembras,2022,0.18,0.74,7.46,18.75,17.89,0.17,0.01,1.58,8.63,14.69,20.63,9.27
Transitorio,Valle del Cauca,Arveja,Siembras,2022,0.42,11.05,24.18,5.93,5.28,0.82,9.35,11.53,16.19,10.57,4.09,0.59
Transitorio,Casanare,Arveja,Siembras,2022,0,0,0,0,0,0,0,0,0,0,0,100
Transitorio,Putumayo,Arveja,Siembras,2022,0,60,0,40,0,0,0,0,0,0,0,0
Permanente,Nariño,Asaí,Cosechas,2022,0,50,0,0,0,30,20,0,0,0,0,0
Permanente,Amazonas,Asaí,Cosechas,2022,0,50,0,0,0,15.66,34.34,0,0,0,0,0
Permanente,Nariño,Asaí,Siembras,2022,0,0,0,0,0,0,0,0,0,100,0,0
Permanente,Amazonas,Asaí,Siembras,2022,0,0,0,0,0,0,0,0,0,100,0,0
Permanente,Guainía,Asaí,Siembras,2022,0,0,0,0,0,0,0,0,0,100,0,0
Transitorio,Boyacá,Avena,Cosechas,2022,0.07,5.32,6.23,0.38,0.59,29.29,18.92,6.55,0.9,1.79,2.44,27.52
Transitorio,Cundinamarca,Avena,Cosechas,2022,1.8,8.73,26.65,2.1,1.47,20.2,11.35,9.46,2.25,3.37,4.74,7.9
Transitorio,Santander,Avena,Cosechas,2022,1.8,8.73,26.65,2.1,1.47,20.2,11.35,9.46,2.25,3.37,4.74,7.9
Transitorio,Boyacá,Avena,Siembras,2022,0.7,0.99,39.67,8.7,1.72,0.84,21.43,2.21,2.22,11.5,10.02,0
Transitorio,Cundinamarca,Avena,Siembras,2022,1.64,2.37,32.47,12.86,4.38,2.1,11.29,4.23,4.32,13.54,10.81,0
Transitorio,Santander,Avena,Siembras,2022,1.64,2.37,32.47,12.86,4.38,2.1,11.29,4.23,4.32,13.54,10.81,0
Permanente,Chocó,Badea,Cosechas,2022,8,8,8,8,8,8,10,10,8,8,8,8
Permanente,Huila,Badea,Cosechas,2022,7.57,9.87,15.9,9.8,8.17,1.46,1.4,9.76,9.6,12.04,11.38,3.06
Permanente,Santander,Badea,Cosechas,2022,7.19,9.04,14.48,8.28,7.53,1.59,1.66,8.6,7.93,14.39,14.09,5.22
Permanente,Chocó,Badea,Siembras,2022,0,0,0,50,50,0,0,0,0,0,0,0
Permanente,Huila,Badea,Siembras,2022,0,1.48,12.05,29.83,21.95,11.4,0,0,3.67,8.34,11.29,0
Permanente,Santander,Badea,Siembras,2022,0,1,7,38,33,10,0,0,1.5,4,5.5,0
Permanente,Antioquia,Banano,Cosechas,2022,6.45,7.45,7.53,8.23,8.57,8.41,8.84,8.79,9.39,9.39,9.21,7.74
Permanente,Atlántico,Banano,Cosechas,2022,6.39,6.76,6.58,7.51,8.62,10.83,8.59,8.31,9.33,9.27,9.5,8.33
Permanente,Boyacá,Banano,Cosechas,2022,7.89,14.09,7.89,7.06,7.06,7.69,7.84,7.74,7.06,7.06,7.89,10.74
Permanente,Caldas,Banano,Cosechas,2022,1.22,7.74,9.75,10.77,12.75,11.75,10.72,10.77,7.74,7.74,7.77,1.28
Permanente,Caquetá,Banano,Cosechas,2022,6.39,6.76,6.58,7.51,8.62,10.83,8.59,8.31,9.33,9.27,9.5,8.33
Permanente,Cauca,Banano,Cosechas,2022,9.25,10,10,9.63,5,5.38,10.38,10,5.38,5,19.25,0.75
Permanente,Cesar,Banano,Cosechas,2022,0,0,0,0,0,0,50,50,0,0,0,0
Permanente,Cundinamarca,Banano,Cosechas,2022,8.66,8.34,6.33,5.11,4.16,16.59,6.79,6.57,7.45,10.45,11.11,8.45
Permanente,Chocó,Banano,Cosechas,2022,5.9,6.44,7.49,9.73,7.22,7.78,8.77,6.96,6.63,8.68,11.55,12.85
Permanente,Huila,Banano,Cosechas,2022,5.87,6.51,8.96,14.15,11.17,9.46,7.24,4.33,5.63,4.57,19.99,2.14
Permanente,Magdalena,Banano,Cosechas,2022,9,9,9,9,8,8,8,8,10,10,7,5
Permanente,Meta,Banano,Cosechas,2022,10.54,20,0.21,0.21,0.21,28.72,0.21,28.72,0.21,0.21,0.21,10.54
Permanente,Nariño,Banano,Cosechas,2022,7.1,7.87,8.09,7.28,9.32,8.82,11.37,9.91,8.96,7.14,6.09,8.06
Permanente,Norte de Santander,Banano,Cosechas,2022,4.34,5.5,11.81,10.3,8.2,9.5,8.32,11.93,13.09,7.41,5.65,3.95
Permanente,Quindío,Banano,Cosechas,2022,7.1,16.36,14.45,21.95,4.38,2.61,4.82,2.77,15.11,8.5,1.95,0
Permanente,Risaralda,Banano,Cosechas,2022,9.93,9.93,7.9,9.53,12.92,7.26,3.69,8.89,6.14,9.97,6.17,7.69
Permanente,Santander,Banano,Cosechas,2022,7.55,7.56,7.86,9.28,13.97,10,5,5,10.61,10,10,3.17
Permanente,Tolima,Banano,Cosechas,2022,7.26,7.06,4.25,5.14,20.21,17.38,16.28,8.44,6.42,3.34,2.04,2.18
Permanente,Valle del Cauca,Banano,Cosechas,2022,5.65,7.78,7.47,10.2,11.01,6.97,7.48,7.85,7.64,9.95,11,7.01
Permanente,Casanare,Banano,Cosechas,2022,45,10,5,5,5,5,0,0,0,5,10,10
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Banano,Cosechas,2022,6.39,6.76,6.58,7.51,8.62,10.83,8.59,8.31,9.33,9.27,9.5,8.33
Permanente,Antioquia,Banano,Siembras,2022,6.06,11.97,19.28,6.63,8.91,4,8.81,14.06,14.3,5.4,0.5,0.09
Permanente,Atlántico,Banano,Siembras,2022,13.16,18.46,17.15,14.71,6.77,3.84,4.27,6.03,6.61,6.3,2.18,0.53
Permanente,Boyacá,Banano,Siembras,2022,13.3,18.51,14.54,14.28,7.61,4.28,4.99,5.99,7.23,7.16,1.97,0.15
Permanente,Caldas,Banano,Siembras,2022,0,0,7.43,28.64,19.33,14.87,14.87,7.43,7.43,0,0,0
Permanente,Caquetá,Banano,Siembras,2022,13.16,18.46,17.15,14.71,6.77,3.84,4.27,6.03,6.61,6.3,2.18,0.53
Permanente,Cauca,Banano,Siembras,2022,0,25,25,25,0,0,0,25,0,0,0,0
Permanente,Cesar,Banano,Siembras,2022,0,0,25,25,0,0,27.5,22.5,0,0,0,0
Permanente,Cundinamarca,Banano,Siembras,2022,2.9,0.08,1.84,1.42,0.41,0.27,0.14,25.01,24.96,37.38,5.48,0.11
Permanente,Chocó,Banano,Siembras,2022,14.78,14.75,16.28,9.06,10.83,6.15,5.47,5.08,6.01,4.05,4.52,3.02
Permanente,Huila,Banano,Siembras,2022,23.76,2.49,5.42,14.03,14.61,6.96,2.49,3.59,6.96,11.67,7.56,0.49
Permanente,Magdalena,Banano,Siembras,2022,11.3,41.03,47.67,0,0,0,0,0,0,0,0,0
Permanente,Meta,Banano,Siembras,2022,10.89,10.57,28.82,23.85,5.52,5.25,5.26,3.14,3.8,1.31,1.36,0.24
Permanente,Nariño,Banano,Siembras,2022,12.73,22.14,11.89,11.96,8.66,4.02,3.01,11.09,3.28,7.38,2.49,1.36
Permanente,Norte de Santander,Banano,Siembras,2022,0,6.25,13.75,12.18,9.06,0,0,9.38,15.63,17.2,12.18,4.37
Permanente,Quindío,Banano,Siembras,2022,23.59,24.16,10.08,20.4,5.39,4.81,0.83,0,5.7,5.05,0,0
Permanente,Risaralda,Banano,Siembras,2022,0,27.4,23.02,33.08,7.66,4.38,0.1,0,4.38,0,0,0
Permanente,Santander,Banano,Siembras,2022,5.06,5.05,5.11,13.36,16.62,9.98,6.66,6.64,8.32,9.95,9.95,3.3
Permanente,Tolima,Banano,Siembras,2022,22.76,15.23,7.13,5.34,5.34,2.67,13.69,2.11,17.33,4.2,4.2,0
Permanente,Valle del Cauca,Banano,Siembras,2022,3.09,5.22,23.28,26.51,7.33,1.88,7.55,7.23,7.52,7.18,3.21,0
Permanente,Casanare,Banano,Siembras,2022,0,0,20,10,20,25,25,0,0,0,0,0
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Banano,Siembras,2022,13.16,18.46,17.15,14.71,6.77,3.84,4.27,6.03,6.61,6.3,2.18,0.53
Transitorio,"Archipiélago de San Andrés, Providencia y Santa Catalina",Batata,Cosechas,2022,18.38,15.32,6.13,6.13,0,0,0,0,0,0,47.57,6.49
Transitorio,"Archipiélago de San Andrés, Providencia y Santa Catalina",Batata,Siembras,2022,0,0,0,0,0,50,5,7.5,15,12.5,5,5
Transitorio,Nariño,Batata,Cosechas,2022,6.47,8.9,15.9,12.13,27.76,11.73,7.68,4.04,0,0,0,5.39
Transitorio,Sucre,Batata,Cosechas,2022,0,0,0,0,0,0,0,0,10,90,0,0
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Caña miel,Cosechas,2022,0,0,0,0,0,0,0,80,20,0,0,0
Transitorio,Nariño,Batata,Siembras,2022,4.9,9.8,17.63,11.76,24.49,0,5.71,2.86,5.14,6.71,5.29,5.71
Transitorio,Sucre,Batata,Siembras,2022,0,0,0,10,90,0,0,0,0,0,0,0
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Caña miel,Siembras,2022,0,0,0,0,50,50,0,0,0,0,0,0
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Guanábana,Cosechas,2022,6.33,6.76,9.58,12.26,9.79,6.95,6.09,5.97,11.98,9.74,9.02,5.55
Permanente,"Archipiélago de San Andrés, Providencia y Santa Catalina",Guanábana,Siembras,2022,3.68,6.18,14.69,17.46,14,5.63,3.74,2.8,4.9,12.53,12.12,2.27
Transitorio,Atlántico,Berenjena,Cosechas,2022,4.11,1.37,21.09,7.24,7.88,0.63,28.62,28.62,0,0.13,0,0.32
Transitorio,Bolívar,Berenjena,Cosechas,2022,0.55,0.55,0,0,0,7.85,18.87,23.69,7.43,10.47,17.08,13.49
Transitorio,Córdoba,Berenjena,Cosechas,2022,0,0,0,0,0,0,64.98,24.74,4.83,3.48,0.98,0.98
Transitorio,Magdalena,Berenjena,Cosechas,2022,0,0,0,0,34.05,18.33,0,0,0,38.1,9.52,0
Transitorio,Sucre,Berenjena,Cosechas,2022,5.35,3.54,1.36,0.15,0,0,3.88,22.42,16.72,19.41,15.52,11.64
Transitorio,Valle del Cauca,Berenjena,Cosechas,2022,3.26,2.23,0,0,10.23,19.98,21.77,9.75,4.87,0,10.29,17.6
Transitorio,Atlántico,Berenjena,Siembras,2022,22.79,26.05,8.2,20.68,20.68,0,0.32,0,0.8,0.48,0,0
Transitorio,Bolívar,Berenjena,Siembras,2022,0,0,10.3,25.29,29,6.87,5.15,10.3,11,0.7,0.84,0.56
Transitorio,Córdoba,Berenjena,Siembras,2022,0,0,0.01,59.35,15.19,4.36,0,0,0,14.76,6.33,0
Transitorio,Magdalena,Berenjena,Siembras,2022,0,36.74,19.78,0,0,0,34.78,8.7,0,0,0,0
Transitorio,Sucre,Berenjena,Siembras,2022,0,0,0,0,57.53,42.47,0,0,0,0,0,0
Transitorio,Valle del Cauca,Berenjena,Siembras,2022,0,13.39,22.21,19.32,4.41,0,0,12.21,15.51,12.97,0,0
Permanente,Antioquia,Borojó,Cosechas,2022,20,15,10,9,8,8,8,6,6,3,2,5
Permanente,Boyacá,Borojó,Cosechas,2022,6.64,5.28,10.27,9.23,7.91,8.54,13.81,7.4,7.72,7.11,9.14,6.94
Permanente,Chocó,Borojó,Cosechas,2022,9.17,6.34,6.18,11.17,8.48,9.05,11.39,8.04,8.2,6.93,7.09,7.97
Permanente,Nariño,Borojó,Cosechas,2022,2.54,3.81,18.63,2.64,5.91,4.96,20.94,5.91,4.96,5.35,19.49,4.86
Permanente,Valle del Cauca,Borojó,Cosechas,2022,5,5,10,10,10,10,10,10,10,10,5,5
Permanente,Antioquia,Borojó,Siembras,2022,0,1,2,1,1,1,2,2,35,45,10,0
Permanente,Boyacá,Borojó,Siembras,2022,11.52,11.71,8.7,14.47,8.69,7.36,12.45,2.72,4.58,11.19,3.81,2.81
Permanente,Chocó,Borojó,Siembras,2022,13.47,14.8,9.51,14.28,9.54,10.45,4.45,2.76,2.76,11.41,3.44,3.14
Permanente,Nariño,Borojó,Siembras,2022,0,0,0,0,0,0,100,0,0,0,0,0
Permanente,Valle del Cauca,Borojó,Siembras,2022,11.52,11.71,8.7,14.47,8.69,7.36,12.45,2.72,4.58,11.19,3.81,2.81
Permanente,Antioquia,Brevo,Cosechas,2022,5.62,9.05,13.58,13.04,10.31,9.59,9.77,9.05,10.31,5.97,1.99,1.7
Permanente,Boyacá,Brevo,Cosechas,2022,4.59,3.06,4.08,4.59,3.57,43.76,3.57,4.08,3.06,4.59,15.41,5.62
Permanente,Caldas,Brevo,Cosechas,2022,5,0,0,30,0,0,30,0,0,35,0,0
Permanente,Cundinamarca,Brevo,Cosechas,2022,5.88,4.45,6.03,8.01,5.73,22.98,6,6.19,5.95,8.14,12.03,8.6
Permanente,Nariño,Brevo,Cosechas,2022,0,10,10,10,10,10,10,10,10,10,10,0
Permanente,Norte de Santander,Brevo,Cosechas,2022,0.94,1.42,1.86,10.54,11.83,6.36,4.1,4.53,16.8,14.76,9.13,17.74
Permanente,Antioquia,Brevo,Siembras,2022,0,0,0,100,0,0,0,0,0,0,0,0
Permanente,Boyacá,Brevo,Siembras,2022,0,0,0,0,20,30,50,0,0,0,0,0
Permanente,Caldas,Brevo,Siembras,2022,0,0,1.74,2.61,17.39,28.26,45.65,0,1.74,2.61,0,0
Permanente,Cundinamarca,Brevo,Siembras,2022,0,0,1.26,6.92,17.11,27.24,44.35,0,1.26,1.88,0,0
Permanente,Nariño,Brevo,Siembras,2022,0,0,1.74,2.61,17.39,28.26,45.65,0,1.74,2.61,0,0
Permanente,Norte de Santander,Brevo,Siembras,2022,0,0,8.39,12.58,0,29.03,29.03,0,8.39,12.58,0,0
Transitorio,Antioquia,Brócoli,Cosechas,2022,1.14,0.54,5.11,8.58,8.58,8.58,8.58,8.58,4.57,16.62,12.48,16.64
Transitorio,Boyacá,Brócoli,Cosechas,2022,6.17,8.22,6.17,6.17,7.2,9.9,14.49,14.44,2.45,0,10.08,14.72
Transitorio,Cauca,Brócoli,Cosechas,2022,7.5,10,10,7.5,7.5,7.5,7.5,10,10,7.5,7.5,7.5
Transitorio,Cundinamarca,Brócoli,Cosechas,2022,10.08,9.64,14.75,9.41,4.72,7.05,9.39,7.05,5.75,8.02,6.13,8.02
Transitorio,Nariño,Brócoli,Cosechas,2022,13.83,6.83,5.48,9.47,9.78,10.12,6.39,6.41,10.14,1.7,7.58,12.28
